subject_name,subject_type,relation_type,object_name,object_type
甲烷与氧气的反应,化学实体,反应物,甲烷,化学实体
甲烷与氯气的反应,化学实体,相关于,甲烷,化学实体
甲烷的燃烧,化学实体,相关于,甲烷,化学实体
甲烷氧气燃料电池的反应,化学实体,反应物,甲烷,化学实体
甲烷的爆炸极限,化学实体,相关于,甲烷,化学实体
甲烷的高温分解反应,化学实体,相关于,甲烷,化学实体
醋酸钠与氢氧化钠的反应,化学实体,生成物,甲烷,化学实体
甲烷的燃烧,化学实体,反应物,甲烷,化学实体
甲烷与水的反应,化学实体,反应物,甲烷,化学实体
甲烷高温分解的反应,化学实体,相关于,甲烷,化学实体
甲烷的高温分解反应,化学实体,反应物,甲烷,化学实体
甲烷高温分解的反应,化学实体,反应物,甲烷,化学实体
甲烷,化学实体,组成元素,碳,化学实体
甲烷,化学实体,组成元素,氢,化学实体
乙醛与氢气的反应,化学实体,反应物,乙醛,化学实体
乙醛与氧气燃烧的反应,化学实体,相关于,乙醛,化学实体
乙醛与氧气燃烧的反应,化学实体,反应物,乙醛,化学实体
乙烯与氧气催化氧化的反应,化学实体,生成物,乙醛,化学实体
乙醛与氧气催化氧化的反应,化学实体,反应物,乙醛,化学实体
$C_{2}H_{4}O$,化学实体,读作,乙醛,化学实体
乙醇与氧气催化氧化的反应,化学实体,生成物,乙醛,化学实体
乙醛与氧气催化氧化的反应,化学实体,相关于,乙醛,化学实体
乙炔与水的反应,化学实体,生成物,乙醛,化学实体
轻金属,化学实体,术语类别,金属材料,化学实体
重金属,化学实体,术语类别,金属材料,化学实体
黑色金属,化学实体,术语类别,金属材料,化学实体
有色金属,化学实体,术语类别,金属材料,化学实体
常见金属,化学实体,术语类别,金属材料,化学实体
稀有金属,化学实体,术语类别,金属材料,化学实体
乙酰水杨酸与碳酸氢钠的反应,化学实体,反应物,乙酰水杨酸,化学实体
$C_{9}H_{8}O_{4}$,化学实体,读作,乙酰水杨酸,化学实体
乙酰水杨酸与氢氧化钠的反应,化学实体,反应物,乙酰水杨酸,化学实体
乙酰水杨酸水解的反应,化学实体,反应物,乙酰水杨酸,化学实体
化合物,化学实体,包含,氧化物,化学实体
原子,物理实体,构造,核外电子,物理实体
原子结构,物理实体,构造,核外电子,物理实体
原子,物理实体,包含于,核外电子,物理实体
原子核,物理实体,构造,中子,物理实体
原子核,物理实体,包含于,中子,物理实体
人体中的六大基本营养素,化学实体,包括,油脂,化学实体
固体,物理实体,类别,晶体,化学实体
晶体,化学实体,包括,海波、冰、石英、水晶、金刚石、食盐、明矾、金属,物理实体
一级能源,化学实体,力,石油,地理实体
化石燃料,地理实体,包括,石油,地理实体
中东,地理实体,试题限制,石油,地理实体
石油,地理实体,属于,石油,地理实体
北非,地理实体,试题限制,石油,地理实体
石油,地理实体,组成元素,氧,化学实体
石油,地理实体,组成元素,硅,化学实体
石油,地理实体,组成元素,氮,化学实体
石油,地理实体,组成元素,碳,化学实体
石油,地理实体,组成元素,氢,化学实体
石油,地理实体,属于,矿产资源,地理实体
石油,地理实体,属于,石油,地理实体
磷酸铵受热分解的反应,化学实体,生成物,氨气,化学实体
氮化镁与水的反应,化学实体,生成物,氨气,化学实体
碳酸铵受热分解的反应,化学实体,生成物,氨气,化学实体
氯化铵与氢氧化钙的反应,化学实体,生成物,氨气,化学实体
氨气与少量氯气的反应,化学实体,反应物,氨气,化学实体
氨气与氢离子的反应,化学实体,反应物,氨气,化学实体
碳酸氢铵受热分解的反应,化学实体,生成物,氨气,化学实体
氨气与水的反应,化学实体,反应物,氨气,化学实体
硫酸铵与氢氧化钠的反应,化学实体,生成物,氨气,化学实体
氨气与氯化氢的反应,化学实体,反应物,氨气,化学实体
氨气与稀硝酸的反应,化学实体,反应物,氨气,化学实体
银离子与氨气的反应,化学实体,反应物,氨气,化学实体
氨气与稀硫酸的反应,化学实体,反应物,氨气,化学实体
氢气与氮气的反应,化学实体,生成物,氨气,化学实体
氯化铵与氢氧化钡晶体的反应,化学实体,生成物,氨气,化学实体
氨气与二氧化碳的反应,化学实体,反应物,氨气,化学实体
氨气与稀硫酸的反应,化学实体,相关于,氨气,化学实体
硝酸铵与氢氧化钠的反应,化学实体,生成物,氨气,化学实体
氨气与过量氯气的反应,化学实体,反应物,氨气,化学实体
铵根离子与镁的反应,化学实体,生成物,氨气,化学实体
碳酸氢铵分解的反应,化学实体,生成物,氨气,化学实体
铵根离子与氢氧根离子在加热条件下的反应,化学实体,生成物,氨气,化学实体
氨气与氧气的反应,化学实体,反应物,氨气,化学实体
氯化铵受热分解的反应,化学实体,生成物,氨气,化学实体
氯化铵与氢氧化钠的反应,化学实体,生成物,氨气,化学实体
普通锌锰干电池的反应,化学实体,生成物,氨气,化学实体
硫酸铵受热分解的反应,化学实体,生成物,氨气,化学实体
硝酸铵受热分解的反应,化学实体,生成物,氨气,化学实体
氨气与氧化铜的反应,化学实体,反应物,氨气,化学实体
银镜反应,化学实体,生成物,氨气,化学实体
氨气与二氧化碳和水的反应,化学实体,反应物,氨气,化学实体
甲苯与硝酸三硝基取代的反应,化学实体,反应物,甲苯,化学实体
甲苯与氢气的反应,化学实体,反应物,甲苯,化学实体
甲苯与硝酸一硝基取代的反应,化学实体,反应物,甲苯,化学实体
次氯酸盐,化学实体,性质,次氯酸根与氢离子的反应,化学实体
次氯酸盐,化学实体,性质,次氯酸根水解的反应,化学实体
苯与硝酸的反应,化学实体,生成物,硝基苯,化学实体
氮化镁与水的反应,化学实体,反应物,氮化镁,化学实体
镁与氮气的反应,化学实体,生成物,氮化镁,化学实体
实验-木炭还原氧化铜,化学实体,相关于,氧化铜,化学实体
实验-木炭还原氧化铜,化学实体,反应物,氧化铜,化学实体
氢氧化铜受热分解的反应,化学实体,生成物,氧化铜,化学实体
铜与氧气的反应,化学实体,生成物,氧化铜,化学实体
氢气还原氧化铜的反应,化学实体,相关于,氧化铜,化学实体
碳与氧化铜的反应,化学实体,相关于,氧化铜,化学实体
一氧化碳还原氧化铜的反应,化学实体,反应物,氧化铜,化学实体
铜在氧气中加热的反应,化学实体,生成物,氧化铜,化学实体
实验-氢气还原氧化铜,化学实体,反应物,氧化铜,化学实体
氧化铜与氢离子的反应,化学实体,反应物,氧化铜,化学实体
碳与氧化铜的反应,化学实体,反应物,氧化铜,化学实体
氧化铜与稀盐酸的反应,化学实体,反应物,氧化铜,化学实体
氧化铜与稀硫酸的反应,化学实体,反应物,氧化铜,化学实体
碱式碳酸铜分解的反应,化学实体,生成物,氧化铜,化学实体
氧化铜与稀硫酸的反应,化学实体,相关于,氧化铜,化学实体
氢气还原氧化铜的反应,化学实体,反应物,氧化铜,化学实体
实验-氢气还原氧化铜,化学实体,相关于,氧化铜,化学实体
一氧化碳还原氧化铜的反应,化学实体,相关于,氧化铜,化学实体
CuO,化学实体,读作,氧化铜,化学实体
氧化铜与稀盐酸的反应,化学实体,相关于,氧化铜,化学实体
氨气与氧化铜的反应,化学实体,反应物,氧化铜,化学实体
碳化钙与水的反应,化学实体,反应物,碳化钙,化学实体
无机化合物,化学实体,包括,无机盐,化学实体
内环境,生物实体,包括,无机盐,化学实体
食物中的非功能物质,生物实体,包括,无机盐,化学实体
人体中的六大基本营养素,化学实体,包括,无机盐,化学实体
无机盐,化学实体,包括,锌,化学实体
无机盐,化学实体,包括,碘,化学实体
无机盐,化学实体,包括,钙,化学实体
无机盐,化学实体,包括,磷,化学实体
无机盐,化学实体,包括,铁,化学实体
碘化钾与浓硫酸的反应,化学实体,反应物,碘化钾,化学实体
碘化钾中碘的化合价,化学实体,相关于,碘化钾,化学实体
碘化钾中钾的化合价,化学实体,相关于,碘化钾,化学实体
碘化钾与氯气的反应,化学实体,反应物,碘化钾,化学实体
硅与氟的反应,化学实体,相关于,硅单质,化学实体
硅与氟的反应,化学实体,反应物,硅单质,化学实体
硅与氯气的反应,化学实体,反应物,硅单质,化学实体
硅与氢氟酸的反应,化学实体,相关于,硅单质,化学实体
硅酸受热分解的反应,化学实体,相关于,硅单质,化学实体
硅与氯气的反应,化学实体,相关于,硅单质,化学实体
硅与氢氟酸的反应,化学实体,反应物,硅单质,化学实体
粗硅提纯的反应,化学实体,生成物,硅单质,化学实体
硅与氢氧化钠和水的反应,化学实体,相关于,硅单质,化学实体
硅与碳的反应,化学实体,反应物,硅单质,化学实体
硅与氢氧化钠和水的反应,化学实体,反应物,硅单质,化学实体
碳与二氧化硅的反应,化学实体,生成物,硅单质,化学实体
粗硅提纯的反应,化学实体,相关于,硅单质,化学实体
碳与二氧化硅的反应,化学实体,相关于,硅单质,化学实体
粗硅提纯的反应,化学实体,反应物,硅单质,化学实体
硅与氧气的反应,化学实体,反应物,硅单质,化学实体
硅与氧气的反应,化学实体,相关于,硅单质,化学实体
硅与碳的反应,化学实体,相关于,硅单质,化学实体
氧化硅与碳的反应,化学实体,生成物,硅单质,化学实体
氯酸钾中氯的化合价,化学实体,相关于,氯酸钾,化学实体
氯酸钾中钾的化合价,化学实体,相关于,氯酸钾,化学实体
氯酸钾分解的反应,化学实体,反应物,氯酸钾,化学实体
氯酸钾中氧的化合价,化学实体,相关于,氯酸钾,化学实体
$FeSO_{4}·7H_{2}O$,化学实体,读作,绿矾,化学实体
有机物,生物实体,包括,糖类（如葡萄糖）、蛋白质（如血清白蛋白、血清球蛋白、纤维蛋白原等）、脂质（如各种 ..,生物实体
有机物,生物实体,包括,动植物的尸体、残遗物中包含有蛋白质、糖类、脂质和腐殖质,生物实体
酸性氢氧燃料电池的反应,化学实体,属于,燃料电池,化学实体
碱性氢氧燃料电池的反应,化学实体,属于,燃料电池,化学实体
体液,生物实体,组成成分,化合物,化学实体
化学式的写法、读法,化学实体,包含,化合物,化学实体
化合物,化学实体,包含,氧化物,化学实体
绿色化学的主要特点,化学实体,相关于,绿色化学,化学实体
碳酸中氧的化合价,化学实体,相关于,碳酸,化学实体
酸,化学实体,包括,碳酸,化学实体
碳酸中碳的化合价,化学实体,相关于,碳酸,化学实体
碳酸中氢的化合价,化学实体,相关于,碳酸,化学实体
水与二氧化碳的反应,化学实体,生成物,碳酸,化学实体
碳酸分解的反应,化学实体,反应物,碳酸,化学实体
二氧化碳与水的反应,化学实体,生成物,碳酸,化学实体
铵根离子与镁的反应,化学实体,生成物,镁离子,化学实体
无机盐,化学实体,包括,碘,化学实体
碘,化学实体,包含于,甲状腺激素的组成成分,生物实体
$BaSO_{4}$,化学实体,读作,重晶石,化学实体
$2CaSO_{4}·H_{2}O$,化学实体,读作,熟石膏,化学实体
缺点,数学实体,相关于,纵坐标,数学实体
函数的图象的定义,数学实体,相关于,纵坐标,数学实体
坐标轴对称的性质,数学实体,相关于,纵坐标,数学实体
矩阵伸缩变换的性质,数学实体,相关于,纵坐标,数学实体
原点对称的性质,数学实体,相关于,纵坐标,数学实体
函数伸缩变换的性质,数学实体,相关于,纵坐标,数学实体
纵坐标,数学实体,部分于,点,数学实体
纵坐标,数学实体,属于,实数,数学实体
提出苯的结构式,化学实体,相关人物,凯库勒,化学实体
凯库勒,化学实体,人物贡献,提出苯的结构式,化学实体
过氧化钠与二氧化碳的反应,化学实体,反应物,过氧化钠,化学实体
过氧化钠与二氧化碳的反应,化学实体,相关于,过氧化钠,化学实体
$Na_{2}0_{2}$,化学实体,读作,过氧化钠,化学实体
过氧化钠与盐酸的反应,化学实体,相关于,过氧化钠,化学实体
过氧化钠与盐酸的反应,化学实体,反应物,过氧化钠,化学实体
钠与氧气在加热条件下的反应,化学实体,生成物,过氧化钠,化学实体
